# SignalP-5.0	Organism: Gram-negative	Timestamp: 20230503163127
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
megahit_471_1687-4218	LIPO(Sec/SPII)	0.277795	0.008229	0.411634	0.302342	CS pos: 26-27. LTS-TG. Pr: 0.2032
megahit_471_4341-5810	TAT(Tat/SPI)	0.001566	0.996987	0.000262	0.001184	CS pos: 46-47. AFG-AP. Pr: 0.6257
megahit_471_5907-6962	SP(Sec/SPI)	0.996744	0.000418	0.002073	0.000766	CS pos: 18-19. AMA-HD. Pr: 0.9763
megahit_481_1-279	OTHER	0.015567	0.001516	0.001466	0.981451	
megahit_555_1404-3791	OTHER	0.002070	0.000194	0.000262	0.997475	
megahit_558_1-1317	OTHER	0.016853	0.004849	0.002402	0.975895	
megahit_559_1-1317	OTHER	0.016853	0.004849	0.002402	0.975895	
megahit_615_382-648	OTHER	0.006690	0.000835	0.000791	0.991684	
megahit_615_659-1789	OTHER	0.004224	0.000380	0.000717	0.994678	
megahit_615_1878-4142	OTHER	0.001733	0.002202	0.000254	0.995811	
megahit_616_382-648	OTHER	0.006690	0.000835	0.000791	0.991684	
megahit_616_659-1789	OTHER	0.004224	0.000380	0.000717	0.994678	
megahit_616_1878-4142	OTHER	0.001733	0.002202	0.000254	0.995811	
megahit_645_1-1692	OTHER	0.002017	0.000288	0.000508	0.997188	
megahit_672_221-601	OTHER	0.020930	0.004526	0.005349	0.969194	
megahit_673_319-699	OTHER	0.020930	0.004526	0.005349	0.969194	
megahit_674_319-699	OTHER	0.020930	0.004526	0.005349	0.969194	
megahit_770_114-1850	LIPO(Sec/SPII)	0.011445	0.000096	0.987925	0.000533	CS pos: 19-20. GTA-CE. Pr: 0.9887
megahit_771_114-1304	OTHER	0.018758	0.004052	0.004298	0.972892	
megahit_772_114-1850	LIPO(Sec/SPII)	0.010706	0.000092	0.988715	0.000486	CS pos: 19-20. GTA-CE. Pr: 0.9894
megahit_773_114-1850	LIPO(Sec/SPII)	0.010706	0.000092	0.988715	0.000486	CS pos: 19-20. GTA-CE. Pr: 0.9894
megahit_793_3-848	OTHER	0.004090	0.000877	0.000449	0.994584	
megahit_857_9-1391	LIPO(Sec/SPII)	0.000869	0.000089	0.998630	0.000411	CS pos: 16-17. MAG-CS. Pr: 0.9996
megahit_857_1404-2279	OTHER	0.169912	0.002565	0.007028	0.820495	
megahit_857_3073-4149	OTHER	0.001835	0.000293	0.000941	0.996931	
megahit_857_4162-4398	OTHER	0.002996	0.001596	0.000575	0.994833	
megahit_858_468-1850	LIPO(Sec/SPII)	0.000890	0.000092	0.998602	0.000416	CS pos: 16-17. MAG-CS. Pr: 0.9996
megahit_859_468-1850	LIPO(Sec/SPII)	0.000869	0.000089	0.998630	0.000411	CS pos: 16-17. MAG-CS. Pr: 0.9996
megahit_859_1863-2738	OTHER	0.169912	0.002565	0.007028	0.820495	
megahit_859_3041-3508	OTHER	0.016735	0.002184	0.002876	0.978205	
megahit_869_3-287	OTHER	0.004654	0.001733	0.000498	0.993115	
megahit_1193_1-207	OTHER	0.004964	0.011227	0.001199	0.982610	
megahit_1193_458-763	OTHER	0.005230	0.001512	0.001146	0.992112	
megahit_1246_2-748	OTHER	0.009364	0.000323	0.002085	0.988227	
megahit_1271_300-971	SP(Sec/SPI)	0.958574	0.000886	0.034834	0.005705	CS pos: 20-21. AVA-QP. Pr: 0.8772
megahit_1277_512-1135	OTHER	0.002243	0.000441	0.000276	0.997039	
megahit_1390_2-1243	OTHER	0.003132	0.000169	0.000824	0.995875	
megahit_1390_1265-4324	OTHER	0.037284	0.284440	0.002102	0.676173	
megahit_1391_2-1243	OTHER	0.003132	0.000169	0.000824	0.995875	
megahit_1422_127-1473	LIPO(Sec/SPII)	0.000659	0.000127	0.998459	0.000755	CS pos: 23-24. LIS-CN. Pr: 0.9995
megahit_1423_127-1473	LIPO(Sec/SPII)	0.000659	0.000127	0.998459	0.000755	CS pos: 23-24. LIS-CN. Pr: 0.9995
megahit_1494_2-1321	OTHER	0.009356	0.002407	0.002306	0.985931	
megahit_1500_60-626	OTHER	0.015316	0.004332	0.002674	0.977678	
megahit_1539_3-389	OTHER	0.004039	0.005259	0.000994	0.989708	
megahit_1590_124-333	OTHER	0.005919	0.004715	0.000754	0.988611	
megahit_1687_1970-2383	OTHER	0.009893	0.170374	0.004085	0.815647	
megahit_1692_731-994	OTHER	0.004890	0.002338	0.001877	0.990894	
megahit_1692_997-1188	OTHER	0.003908	0.018983	0.000588	0.976521	
megahit_1692_1188-1601	OTHER	0.009893	0.170374	0.004085	0.815647	
megahit_1694_632-895	OTHER	0.004668	0.002210	0.001769	0.991353	
megahit_1694_898-1089	OTHER	0.003908	0.018983	0.000588	0.976521	
megahit_1789_678-1271	OTHER	0.022500	0.002534	0.007634	0.967333	
megahit_1789_1314-2210	OTHER	0.007522	0.006893	0.001334	0.984252	
megahit_1791_678-1271	OTHER	0.022500	0.002534	0.007634	0.967333	
megahit_1818_16326-18149	TAT(Tat/SPI)	0.079882	0.482037	0.001259	0.436822	CS pos: 64-65. AVA-GD. Pr: 0.2001
megahit_1826_1-303	OTHER	0.086041	0.396067	0.000980	0.516912	
megahit_1828_1-816	OTHER	0.004940	0.002753	0.000978	0.991329	
megahit_1876_94-627	SP(Sec/SPI)	0.583551	0.021976	0.081303	0.313170	CS pos: 34-35. LAA-QT. Pr: 0.3987
megahit_1878_94-624	SP(Sec/SPI)	0.539672	0.013913	0.082387	0.364029	CS pos: 34-35. LAA-QT. Pr: 0.3621
megahit_1879_94-627	SP(Sec/SPI)	0.583551	0.021976	0.081303	0.313170	CS pos: 34-35. LAA-QT. Pr: 0.3987
megahit_1880_94-627	SP(Sec/SPI)	0.583551	0.021976	0.081303	0.313170	CS pos: 34-35. LAA-QT. Pr: 0.3987
megahit_1884_26-760	OTHER	0.005748	0.000366	0.002425	0.991461	
megahit_1934_3-158	OTHER	0.040122	0.023133	0.035089	0.901656	
megahit_2072_8308-8664	LIPO(Sec/SPII)	0.002193	0.000124	0.997093	0.000589	CS pos: 18-19. STA-CS. Pr: 0.9983
megahit_2085_552-848	OTHER	0.021935	0.003043	0.003285	0.971738	
megahit_2087_552-848	OTHER	0.021935	0.003043	0.003285	0.971738	
megahit_2087_845-1450	OTHER	0.019372	0.023983	0.002027	0.954617	
megahit_2088_552-848	OTHER	0.021935	0.003043	0.003285	0.971738	
megahit_2088_845-1399	OTHER	0.039676	0.189376	0.019315	0.751633	
megahit_2097_2-751	OTHER	0.016929	0.029052	0.007554	0.946465	
megahit_2130_1-834	OTHER	0.003269	0.000576	0.000554	0.995601	
megahit_2131_158-799	OTHER	0.012780	0.018783	0.001417	0.967021	
megahit_2160_1-879	OTHER	0.033448	0.007919	0.003885	0.954749	
megahit_2161_893-1795	OTHER	0.001475	0.001436	0.000206	0.996884	
megahit_2165_3-1574	OTHER	0.013215	0.000685	0.002982	0.983118	
megahit_2189_2-991	OTHER	0.007458	0.004039	0.002835	0.985668	
megahit_2193_1-1248	OTHER	0.016816	0.001407	0.006480	0.975297	
megahit_2228_48-626	LIPO(Sec/SPII)	0.010772	0.006808	0.931232	0.051189	CS pos: 42-43. LSG-CF. Pr: 0.9367
megahit_2231_2-625	OTHER	0.034454	0.006581	0.006443	0.952522	
megahit_2259_3-410	OTHER	0.049115	0.002717	0.012079	0.936089	
megahit_2340_1-297	OTHER	0.002451	0.000518	0.000826	0.996205	
megahit_2348_1-471	OTHER	0.108670	0.024865	0.008132	0.858333	
megahit_2412_3-716	SP(Sec/SPI)	0.993302	0.002212	0.003571	0.000914	CS pos: 26-27. ASA-DD. Pr: 0.9351
megahit_2412_815-1546	OTHER	0.347000	0.116395	0.006732	0.529872	
megahit_2448_48-422	OTHER	0.013813	0.002884	0.002888	0.980415	
megahit_2460_2-154	OTHER	0.017853	0.004621	0.003788	0.973737	
megahit_2460_160-276	OTHER	0.055766	0.042148	0.014373	0.887712	
megahit_2479_1-486	OTHER	0.050887	0.001617	0.002428	0.945069	
megahit_2507_3-380	OTHER	0.005288	0.002551	0.001028	0.991133	
megahit_2520_3-482	OTHER	0.011932	0.052430	0.001958	0.933681	
megahit_2520_587-886	OTHER	0.021564	0.017632	0.006436	0.954368	
megahit_2542_203-1141	OTHER	0.007933	0.001337	0.000971	0.989759	
megahit_2547_34-318	OTHER	0.014978	0.027615	0.001879	0.955527	
megahit_2562_3-572	OTHER	0.007338	0.195066	0.000654	0.796942	
megahit_2595_687-1709	SP(Sec/SPI)	0.620801	0.024375	0.041930	0.312894	CS pos: 41-42. AVA-QD. Pr: 0.3793
megahit_2596_768-1559	SP(Sec/SPI)	0.993118	0.000768	0.004727	0.001388	CS pos: 20-21. AQA-ED. Pr: 0.7910
megahit_2618_2-343	OTHER	0.004727	0.003814	0.001601	0.989858	
megahit_2619_1-390	OTHER	0.004727	0.003814	0.001601	0.989858	
megahit_2621_2-346	OTHER	0.004727	0.003814	0.001601	0.989858	
megahit_2623_2-346	OTHER	0.004727	0.003814	0.001601	0.989858	
megahit_2653_75-293	OTHER	0.003867	0.000797	0.000533	0.994803	
megahit_2670_70-324	OTHER	0.002738	0.000626	0.000278	0.996358	
megahit_2673_1-2457	SP(Sec/SPI)	0.853595	0.068412	0.061515	0.016478	CS pos: 30-31. VRA-AT. Pr: 0.3833
megahit_2674_1-2343	SP(Sec/SPI)	0.853595	0.068412	0.061515	0.016478	CS pos: 30-31. VRA-AT. Pr: 0.3833
megahit_2687_2-619	OTHER	0.025349	0.005510	0.004001	0.965140	
megahit_2697_2-487	OTHER	0.013257	0.002781	0.018003	0.965959	
megahit_2697_484-870	SP(Sec/SPI)	0.995725	0.000278	0.002476	0.001521	CS pos: 17-18. VIA-QD. Pr: 0.9849
megahit_2698_2-1654	OTHER	0.018431	0.004486	0.001998	0.975085	
megahit_2699_51-1775	OTHER	0.032771	0.003264	0.001632	0.962332	
megahit_2700_2-1774	OTHER	0.018431	0.004486	0.001998	0.975085	
megahit_2811_446-1471	OTHER	0.013430	0.001375	0.011483	0.973712	
megahit_2811_1464-2042	OTHER	0.017750	0.002563	0.002830	0.976857	
megahit_2823_2-754	OTHER	0.006094	0.088966	0.000815	0.904125	
megahit_2829_3-482	OTHER	0.007193	0.009693	0.001401	0.981713	
megahit_2830_107-265	OTHER	0.041142	0.012204	0.017432	0.929223	
megahit_2884_3-230	OTHER	0.065493	0.003944	0.009104	0.921459	
megahit_2884_295-723	OTHER	0.009502	0.033494	0.002780	0.954224	
megahit_2885_3-230	OTHER	0.065493	0.003944	0.009104	0.921459	
megahit_2885_295-534	OTHER	0.009502	0.033494	0.002780	0.954224	
megahit_2886_3-230	OTHER	0.065493	0.003944	0.009104	0.921459	
megahit_2886_724-1080	OTHER	0.003619	0.000145	0.002790	0.993446	
megahit_2894_770-1624	OTHER	0.102298	0.001229	0.002141	0.894332	
megahit_2894_2049-3200	SP(Sec/SPI)	0.973225	0.008061	0.016172	0.002543	CS pos: 22-23. VPA-QD. Pr: 0.4746
megahit_2894_3268-3663	OTHER	0.002974	0.001974	0.000422	0.994630	
megahit_2894_3667-4632	OTHER	0.010668	0.001392	0.000891	0.987049	
megahit_2894_5317-6816	OTHER	0.024391	0.023045	0.003637	0.948927	
megahit_2895_770-1624	OTHER	0.102298	0.001229	0.002141	0.894332	
megahit_2895_1728-2873	SP(Sec/SPI)	0.962374	0.003038	0.032750	0.001838	CS pos: 22-23. VPA-QD. Pr: 0.7212
megahit_2895_2941-3336	OTHER	0.002974	0.001974	0.000422	0.994630	
megahit_2895_3340-4305	OTHER	0.010668	0.001392	0.000891	0.987049	
megahit_2895_4990-6489	OTHER	0.024391	0.023045	0.003637	0.948927	
megahit_2899_770-1624	OTHER	0.102298	0.001229	0.002141	0.894332	
megahit_2899_2049-3200	SP(Sec/SPI)	0.973225	0.008061	0.016172	0.002543	CS pos: 22-23. VPA-QD. Pr: 0.4746
megahit_2899_3268-3663	OTHER	0.002974	0.001974	0.000422	0.994630	
megahit_2899_3667-4632	OTHER	0.010668	0.001392	0.000891	0.987049	
megahit_2899_5317-6816	OTHER	0.024391	0.023045	0.003637	0.948927	
megahit_2900_770-1624	OTHER	0.102298	0.001229	0.002141	0.894332	
megahit_2900_2049-3194	SP(Sec/SPI)	0.962374	0.003038	0.032750	0.001838	CS pos: 22-23. VPA-QD. Pr: 0.7212
megahit_2900_3262-3657	OTHER	0.002974	0.001974	0.000422	0.994630	
megahit_2900_3661-4626	OTHER	0.010668	0.001392	0.000891	0.987049	
megahit_2906_1-846	OTHER	0.013889	0.003029	0.002352	0.980730	
megahit_2906_847-1257	OTHER	0.010744	0.002485	0.004942	0.981829	
megahit_2907_55-564	OTHER	0.013889	0.003029	0.002352	0.980730	
megahit_2953_191-1063	OTHER	0.023877	0.002454	0.002413	0.971256	
megahit_2958_3-821	OTHER	0.060612	0.000514	0.002506	0.936368	
megahit_2958_2212-4281	OTHER	0.002053	0.001071	0.001271	0.995605	
megahit_2973_603-1796	OTHER	0.005830	0.003705	0.001048	0.989416	
megahit_2973_1820-2707	SP(Sec/SPI)	0.632042	0.003165	0.003426	0.361367	CS pos: 21-22. VFA-QN. Pr: 0.6168
megahit_2999_3-437	OTHER	0.002118	0.001365	0.000377	0.996140	
megahit_3003_176-562	OTHER	0.005414	0.008617	0.001052	0.984917	
megahit_3030_49-339	SP(Sec/SPI)	0.998365	0.000776	0.000615	0.000244	CS pos: 24-25. AHA-NV. Pr: 0.9801
megahit_3065_3-545	OTHER	0.131597	0.007503	0.284356	0.576543	
megahit_3140_68-1462	OTHER	0.023024	0.000851	0.002082	0.974043	
megahit_3176_152-439	OTHER	0.002829	0.000966	0.000770	0.995435	
megahit_3200_252-2999	OTHER	0.008203	0.002051	0.001181	0.988566	
megahit_3223_36-344	OTHER	0.005699	0.001142	0.000565	0.992595	
megahit_3227_514-1626	OTHER	0.008587	0.000553	0.000998	0.989863	
megahit_3373_1461-3410	OTHER	0.046155	0.001813	0.038527	0.913505	
megahit_3377_408-2072	SP(Sec/SPI)	0.992108	0.001000	0.002174	0.004718	CS pos: 23-24. LMA-QD. Pr: 0.9470
megahit_3393_3-254	OTHER	0.004452	0.001567	0.000985	0.992996	
megahit_3393_251-973	SP(Sec/SPI)	0.995494	0.000478	0.002006	0.002021	CS pos: 22-23. IYA-AS. Pr: 0.9759
megahit_3396_1-894	OTHER	0.001225	0.000668	0.000254	0.997853	
megahit_3414_43-324	OTHER	0.006864	0.004323	0.000476	0.988337	
megahit_3458_1-273	OTHER	0.014619	0.006260	0.004025	0.975096	
megahit_3463_47-379	OTHER	0.002990	0.004763	0.000773	0.991475	
megahit_3478_3-794	OTHER	0.156088	0.002941	0.171793	0.669178	
megahit_3481_2-1570	OTHER	0.006137	0.000654	0.001268	0.991941	
megahit_3485_43-858	OTHER	0.001922	0.000245	0.001183	0.996650	
megahit_3496_287-1363	SP(Sec/SPI)	0.990851	0.007373	0.000919	0.000857	CS pos: 24-25. AIA-DE. Pr: 0.9862
megahit_3497_286-1362	SP(Sec/SPI)	0.990851	0.007373	0.000919	0.000857	CS pos: 24-25. AIA-DE. Pr: 0.9862
megahit_3497_1452-2015	OTHER	0.020013	0.002901	0.004163	0.972923	
megahit_3604_2-1183	OTHER	0.006325	0.011261	0.001877	0.980538	
megahit_3613_183-452	OTHER	0.005201	0.000589	0.001488	0.992722	
megahit_3623_1-483	OTHER	0.025559	0.003510	0.003744	0.967188	
megahit_3720_3-650	OTHER	0.129980	0.005017	0.036265	0.828737	
megahit_3764_134-340	OTHER	0.008762	0.000522	0.000985	0.989731	
megahit_3773_3-413	SP(Sec/SPI)	0.991014	0.000157	0.008554	0.000274	CS pos: 25-26. ARA-QT. Pr: 0.9777
megahit_3775_1-1977	OTHER	0.002149	0.000190	0.000366	0.997295	
megahit_3822_2-799	OTHER	0.011183	0.001711	0.001494	0.985612	
megahit_3822_894-2846	SP(Sec/SPI)	0.994232	0.002658	0.002642	0.000468	CS pos: 25-26. AWA-QD. Pr: 0.9964
megahit_3823_2-640	SP(Sec/SPI)	0.994232	0.002658	0.002642	0.000468	CS pos: 25-26. AWA-QD. Pr: 0.9964
megahit_3827_202-303	OTHER	0.142375	0.030083	0.034884	0.792658	
megahit_3856_646-837	OTHER	0.003812	0.001659	0.001000	0.993529	
megahit_3862_2-2104	OTHER	0.008732	0.003820	0.000923	0.986524	
megahit_4060_2-925	OTHER	0.003551	0.016005	0.001066	0.979379	
megahit_4061_1-1809	OTHER	0.141747	0.007122	0.036858	0.814273	
megahit_4063_89-844	OTHER	0.008069	0.001189	0.001087	0.989654	
megahit_4064_559-1314	OTHER	0.008069	0.001189	0.001087	0.989654	
megahit_4065_188-844	OTHER	0.008069	0.001189	0.001087	0.989654	
megahit_4104_807-2078	OTHER	0.069385	0.003754	0.006033	0.920829	
megahit_4106_2-958	OTHER	0.045486	0.015315	0.004885	0.934315	
megahit_4139_3-368	OTHER	0.008116	0.018252	0.003145	0.970487	
megahit_4168_673-1239	OTHER	0.000474	0.000098	0.002760	0.996668	
megahit_4168_1245-3395	TAT(Tat/SPI)	0.003573	0.953606	0.039503	0.003318	CS pos: 39-40. PEA-KM. Pr: 0.3347
megahit_4169_904-3054	TAT(Tat/SPI)	0.003573	0.953606	0.039503	0.003318	CS pos: 39-40. PEA-KM. Pr: 0.3347
megahit_4172_3265-3726	OTHER	0.061181	0.010818	0.000797	0.927204	
megahit_4173_3602-4063	OTHER	0.061181	0.010818	0.000797	0.927204	
megahit_4174_904-3054	TAT(Tat/SPI)	0.003573	0.953606	0.039503	0.003318	CS pos: 39-40. PEA-KM. Pr: 0.3347
megahit_4201_123-1880	OTHER	0.005551	0.019277	0.000402	0.974770	
megahit_4202_123-1880	OTHER	0.005551	0.019277	0.000402	0.974770	
megahit_4276_1-66	OTHER	0.111301	0.033294	0.084976	0.770429	
megahit_4285_1-381	OTHER	0.094846	0.005968	0.008264	0.890921	
megahit_4316_3-329	OTHER	0.185138	0.009657	0.020746	0.784459	
megahit_4316_356-1933	OTHER	0.001949	0.000729	0.002697	0.994625	
megahit_4317_3-329	OTHER	0.185138	0.009657	0.020746	0.784459	
megahit_4317_356-1933	OTHER	0.002006	0.000554	0.002915	0.994525	
megahit_4340_46-396	OTHER	0.017987	0.013037	0.010677	0.958299	
megahit_4376_492-1169	OTHER	0.011220	0.001079	0.000848	0.986853	
megahit_4383_3-1328	OTHER	0.053816	0.034020	0.001335	0.910829	
megahit_4456_50-643	OTHER	0.009228	0.022833	0.001850	0.966089	
megahit_4485_1-330	OTHER	0.003079	0.000805	0.000554	0.995562	
megahit_4513_329-3895	SP(Sec/SPI)	0.978920	0.000527	0.009395	0.011157	CS pos: 22-23. VYA-LG. Pr: 0.9150
megahit_4514_329-3865	SP(Sec/SPI)	0.978920	0.000527	0.009395	0.011157	CS pos: 22-23. VYA-LG. Pr: 0.9150
megahit_4515_329-3883	SP(Sec/SPI)	0.978920	0.000527	0.009395	0.011157	CS pos: 22-23. VYA-LG. Pr: 0.9150
megahit_4537_2-1504	OTHER	0.061004	0.002612	0.026178	0.910207	
megahit_4539_2-1714	OTHER	0.061004	0.002612	0.026178	0.910207	
megahit_4631_3-1868	OTHER	0.387330	0.066834	0.008818	0.537018	
megahit_4632_97-1842	SP(Sec/SPI)	0.991732	0.001317	0.002687	0.004264	CS pos: 20-21. VHA-NY. Pr: 0.9748
megahit_4680_3-1559	OTHER	0.012706	0.001466	0.003103	0.982724	
megahit_4790_89-643	SP(Sec/SPI)	0.863994	0.001923	0.108785	0.025298	CS pos: 27-28. PHA-AE. Pr: 0.6842
megahit_4791_89-643	SP(Sec/SPI)	0.863994	0.001923	0.108785	0.025298	CS pos: 27-28. PHA-AE. Pr: 0.6842
megahit_4797_229-732	OTHER	0.002596	0.000112	0.000217	0.997075	
megahit_4827_99-686	OTHER	0.003817	0.002033	0.000372	0.993778	
megahit_4840_484-1389	OTHER	0.006497	0.000484	0.009213	0.983806	
megahit_4859_3-1169	OTHER	0.005774	0.001731	0.000671	0.991824	
megahit_4860_3-1169	OTHER	0.005774	0.001731	0.000671	0.991824	
megahit_4916_19-426	OTHER	0.013973	0.014006	0.004833	0.967188	
megahit_4979_1-678	SP(Sec/SPI)	0.997458	0.000624	0.000831	0.001087	CS pos: 21-22. AFA-NE. Pr: 0.9946
megahit_4980_1-2232	SP(Sec/SPI)	0.997458	0.000624	0.000831	0.001087	CS pos: 21-22. AFA-NE. Pr: 0.9946
megahit_5052_2-445	OTHER	0.007023	0.008419	0.000775	0.983784	
megahit_5058_38-859	OTHER	0.012599	0.002431	0.003850	0.981120	
megahit_5058_1312-1845	OTHER	0.285479	0.170750	0.016805	0.526966	
megahit_5143_1-1809	OTHER	0.003235	0.001604	0.000669	0.994493	
megahit_5144_1-843	OTHER	0.003235	0.001604	0.000669	0.994493	
megahit_5146_3-638	OTHER	0.022107	0.001191	0.004316	0.972386	
megahit_5187_2-412	OTHER	0.015588	0.007345	0.002621	0.974445	
megahit_5219_3-1064	LIPO(Sec/SPII)	0.005282	0.000045	0.994387	0.000285	CS pos: 20-21. ACG-CS. Pr: 0.6723
megahit_5245_2-763	OTHER	0.014818	0.006957	0.003513	0.974712	
megahit_5286_119-1375	OTHER	0.003598	0.001676	0.000538	0.994188	
megahit_5287_3-239	OTHER	0.002508	0.000354	0.000437	0.996700	
megahit_5287_417-1274	SP(Sec/SPI)	0.980996	0.000336	0.016195	0.002473	CS pos: 20-21. VNA-MT. Pr: 0.9525
megahit_5287_1472-2101	OTHER	0.008110	0.003699	0.001068	0.987123	
megahit_5288_3-239	OTHER	0.002508	0.000354	0.000437	0.996700	
megahit_5288_418-1275	SP(Sec/SPI)	0.980996	0.000336	0.016195	0.002473	CS pos: 20-21. VNA-MT. Pr: 0.9525
megahit_5463_1-321	OTHER	0.024047	0.001843	0.003398	0.970711	
megahit_5488_3-686	OTHER	0.003466	0.009991	0.000318	0.986225	
megahit_5633_98-1027	OTHER	0.031233	0.003160	0.011041	0.954566	
megahit_5634_241-1170	OTHER	0.031233	0.003160	0.011041	0.954566	
