# SignalP-5.0	Organism: Gram-negative	Timestamp: 20230503165355
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
megahit_166185_1196-2263	OTHER	0.012272	0.003979	0.000915	0.982833	
megahit_166193_1-510	OTHER	0.002579	0.003916	0.000633	0.992872	
megahit_166193_530-1354	LIPO(Sec/SPII)	0.000329	0.000055	0.999398	0.000219	CS pos: 17-18. FMG-CS. Pr: 0.9999
megahit_166193_1741-3174	OTHER	0.049821	0.291295	0.009023	0.649861	
megahit_166193_3196-3552	OTHER	0.011267	0.009447	0.000883	0.978404	
megahit_166194_1-1434	OTHER	0.068941	0.283544	0.016795	0.630719	
megahit_166194_1456-1812	OTHER	0.011267	0.009447	0.000883	0.978404	
megahit_166225_49-4752	OTHER	0.060465	0.141925	0.008899	0.788711	
megahit_166226_49-4752	OTHER	0.060465	0.141925	0.008899	0.788711	
megahit_166227_49-4752	OTHER	0.060465	0.141925	0.008899	0.788711	
megahit_166228_49-2277	OTHER	0.219685	0.042668	0.026658	0.710990	
megahit_166229_469-1626	OTHER	0.026342	0.036581	0.003693	0.933383	
megahit_166229_1724-2188	OTHER	0.007135	0.058134	0.000299	0.934433	
megahit_166236_469-1626	OTHER	0.026342	0.036581	0.003693	0.933383	
megahit_166266_11-1546	OTHER	0.002241	0.001657	0.000734	0.995369	
megahit_166268_11-1600	OTHER	0.003802	0.002707	0.000750	0.992740	
megahit_166306_98-1042	OTHER	0.001197	0.000572	0.000133	0.998098	
megahit_166381_1-306	OTHER	0.007094	0.005527	0.002021	0.985358	
megahit_166390_2-697	OTHER	0.013741	0.002905	0.003602	0.979752	
megahit_166392_2-697	OTHER	0.013741	0.002905	0.003602	0.979752	
megahit_166398_2-211	OTHER	0.017220	0.012902	0.010527	0.959351	
megahit_166473_1-2010	OTHER	0.122802	0.012771	0.227326	0.637100	
megahit_166478_2-400	LIPO(Sec/SPII)	0.024162	0.000163	0.975287	0.000388	CS pos: 17-18. LVA-CA. Pr: 0.9762
megahit_166525_76-1083	LIPO(Sec/SPII)	0.008056	0.000176	0.978080	0.013688	CS pos: 11-12. LLS-CA. Pr: 0.9684
megahit_166564_2-1126	OTHER	0.017817	0.003226	0.001368	0.977588	
megahit_166654_125-265	OTHER	0.089168	0.103054	0.040373	0.767405	
megahit_166659_2-694	OTHER	0.004514	0.001418	0.001000	0.993068	
megahit_166681_37-546	OTHER	0.015984	0.020601	0.006634	0.956781	
megahit_166682_108-1490	OTHER	0.015982	0.017119	0.005141	0.961758	
megahit_166729_1-1077	LIPO(Sec/SPII)	0.001032	0.000896	0.997603	0.000469	CS pos: 26-27. LTA-CG. Pr: 0.9980
megahit_166813_467-2197	OTHER	0.006472	0.002195	0.000850	0.990484	
megahit_166834_542-1099	OTHER	0.019307	0.008847	0.001854	0.969992	
megahit_166870_649-1203	OTHER	0.004863	0.000975	0.001656	0.992506	
megahit_166871_934-1488	OTHER	0.004863	0.000975	0.001656	0.992506	
megahit_166872_934-1488	OTHER	0.004863	0.000975	0.001656	0.992506	
megahit_166897_154-966	OTHER	0.066002	0.003976	0.018692	0.911330	
megahit_166898_1-624	OTHER	0.007894	0.000416	0.004217	0.987473	
megahit_166898_639-1451	OTHER	0.066002	0.003976	0.018692	0.911330	
megahit_166952_47-520	OTHER	0.003262	0.002104	0.000325	0.994308	
megahit_166976_122-226	OTHER	0.127826	0.066324	0.052288	0.753562	
megahit_167009_84-311	LIPO(Sec/SPII)	0.006008	0.000179	0.993276	0.000538	CS pos: 22-23. LAG-CS. Pr: 0.9942
megahit_167009_317-943	OTHER	0.023113	0.063386	0.001764	0.911738	
megahit_167010_657-1283	OTHER	0.023113	0.063386	0.001764	0.911738	
megahit_167011_826-1905	OTHER	0.002787	0.001378	0.000228	0.995606	
megahit_167011_4154-4780	OTHER	0.023113	0.063386	0.001764	0.911738	
megahit_167012_2-493	OTHER	0.002655	0.001070	0.000345	0.995930	
megahit_167085_2-319	OTHER	0.118829	0.086205	0.199690	0.595277	
megahit_167088_331-942	SP(Sec/SPI)	0.997985	0.000078	0.001688	0.000249	CS pos: 18-19. ANA-AV. Pr: 0.9803
megahit_167096_3-338	OTHER	0.001645	0.000387	0.000297	0.997670	
megahit_167096_338-1126	OTHER	0.032807	0.002924	0.001780	0.962489	
megahit_167208_269-1483	OTHER	0.002486	0.000645	0.002548	0.994321	
megahit_167208_1473-1778	OTHER	0.000634	0.000029	0.007047	0.992290	
megahit_167208_3857-4525	OTHER	0.003203	0.000533	0.000602	0.995663	
megahit_167209_269-1483	OTHER	0.002486	0.000645	0.002548	0.994321	
megahit_167209_1473-1778	OTHER	0.000634	0.000029	0.007047	0.992290	
megahit_167209_1798-2088	OTHER	0.002672	0.010316	0.000449	0.986564	
megahit_167209_3857-4525	OTHER	0.003203	0.000533	0.000602	0.995663	
megahit_167214_620-907	SP(Sec/SPI)	0.994986	0.000499	0.002421	0.002094	CS pos: 23-24. SFA-EA. Pr: 0.7243
megahit_167216_1-273	OTHER	0.019039	0.002536	0.001286	0.977139	
megahit_167232_831-1052	OTHER	0.010122	0.003519	0.004832	0.981528	
megahit_167232_1331-1540	OTHER	0.007215	0.003898	0.000999	0.987888	
megahit_167233_113-322	OTHER	0.007215	0.003898	0.000999	0.987888	
megahit_167234_27-734	OTHER	0.462262	0.001640	0.032542	0.503556	
megahit_167234_1545-1754	OTHER	0.007215	0.003898	0.000999	0.987888	
megahit_167253_1-1140	OTHER	0.011349	0.000944	0.002410	0.985297	
megahit_167254_2-1156	OTHER	0.019160	0.000836	0.001855	0.978149	
megahit_167258_1-1140	OTHER	0.011349	0.000944	0.002410	0.985297	
megahit_167260_2-1156	OTHER	0.019160	0.000836	0.001855	0.978149	
megahit_167260_1173-2897	OTHER	0.006528	0.000546	0.034089	0.958837	
megahit_167322_323-613	OTHER	0.014968	0.001777	0.001677	0.981577	
megahit_167322_627-917	OTHER	0.001865	0.001475	0.000142	0.996518	
megahit_167323_2017-2307	OTHER	0.014968	0.001777	0.001677	0.981577	
megahit_167326_1802-2092	OTHER	0.014968	0.001777	0.001677	0.981577	
megahit_167344_2-112	OTHER	0.111357	0.032631	0.040103	0.815909	
megahit_167349_3-806	OTHER	0.002380	0.001712	0.000707	0.995202	
megahit_167353_1-1011	OTHER	0.041982	0.005958	0.001519	0.950541	
megahit_167354_152-1198	OTHER	0.005235	0.003013	0.000811	0.990941	
megahit_167354_1271-2422	OTHER	0.041982	0.005958	0.001519	0.950541	
megahit_167366_238-1335	SP(Sec/SPI)	0.601592	0.389088	0.002598	0.006722	CS pos: 34-35. ASA-QS. Pr: 0.8052
megahit_167367_1551-2540	SP(Sec/SPI)	0.985177	0.007286	0.002957	0.004580	CS pos: 31-32. VSA-DT. Pr: 0.9384
megahit_167369_1707-2621	SP(Sec/SPI)	0.985177	0.007286	0.002957	0.004580	CS pos: 31-32. VSA-DT. Pr: 0.9384
megahit_167370_238-1704	SP(Sec/SPI)	0.601592	0.389088	0.002598	0.006722	CS pos: 34-35. ASA-QS. Pr: 0.8052
megahit_167370_1707-2696	SP(Sec/SPI)	0.985177	0.007286	0.002957	0.004580	CS pos: 31-32. VSA-DT. Pr: 0.9384
megahit_167395_3-383	TAT(Tat/SPI)	0.243566	0.707725	0.002469	0.046240	CS pos: 45-46. AAA-LD. Pr: 0.7376
megahit_167424_35-289	OTHER	0.021716	0.003416	0.010516	0.964352	
megahit_167437_1366-1782	OTHER	0.150117	0.005427	0.014042	0.830414	
megahit_167439_62-922	OTHER	0.008531	0.005562	0.000940	0.984967	
megahit_167450_63-221	OTHER	0.007607	0.001120	0.000861	0.990412	
megahit_167506_2081-3541	LIPO(Sec/SPII)	0.002395	0.000134	0.996828	0.000642	CS pos: 27-28. LAG-CQ. Pr: 0.9861
megahit_167507_3626-4054	SP(Sec/SPI)	0.931185	0.004656	0.044031	0.020128	CS pos: 23-24. AVA-GA. Pr: 0.4804
megahit_167508_2-622	SP(Sec/SPI)	0.546688	0.002474	0.027756	0.423082	CS pos: 27-28. AYA-GY. Pr: 0.5034
megahit_167508_626-2071	LIPO(Sec/SPII)	0.001220	0.000056	0.998507	0.000217	CS pos: 20-21. LVS-CD. Pr: 0.9990
megahit_167508_2071-2538	LIPO(Sec/SPII)	0.001201	0.000168	0.998390	0.000240	CS pos: 22-23. LSA-CT. Pr: 0.9991
megahit_167508_2535-3971	LIPO(Sec/SPII)	0.003003	0.000202	0.996035	0.000760	CS pos: 27-28. LAG-CQ. Pr: 0.9786
megahit_167508_4056-4484	SP(Sec/SPI)	0.931185	0.004656	0.044031	0.020128	CS pos: 23-24. AVA-GA. Pr: 0.4804
megahit_167550_298-852	OTHER	0.023220	0.010501	0.002471	0.963808	
megahit_167557_1-657	OTHER	0.010024	0.016529	0.000889	0.972559	
megahit_167573_1298-1738	OTHER	0.004956	0.002021	0.000517	0.992506	
megahit_167586_2-76	OTHER	0.101395	0.058666	0.049737	0.790201	
megahit_167587_2-76	OTHER	0.101395	0.058666	0.049737	0.790201	
megahit_167600_3-296	OTHER	0.007115	0.002134	0.001096	0.989655	
megahit_167606_1-300	OTHER	0.003905	0.003165	0.000839	0.992091	
megahit_167684_1-744	OTHER	0.009911	0.003865	0.001811	0.984414	
megahit_167686_433-597	OTHER	0.016536	0.032981	0.004692	0.945792	
megahit_167689_326-607	OTHER	0.010943	0.000925	0.004278	0.983855	
megahit_167695_16-582	OTHER	0.007272	0.002419	0.002477	0.987832	
megahit_167715_123-1691	SP(Sec/SPI)	0.865657	0.000877	0.095924	0.037542	CS pos: 23-24. IFS-QQ. Pr: 0.7957
megahit_167715_1991-2152	OTHER	0.021391	0.009337	0.005653	0.963619	
megahit_167716_1991-2152	OTHER	0.021391	0.009337	0.005653	0.963619	
megahit_167716_2260-2784	OTHER	0.003169	0.001067	0.000696	0.995068	
megahit_167716_2799-3359	OTHER	0.035999	0.001842	0.009630	0.952529	
megahit_167717_1991-2152	OTHER	0.021391	0.009337	0.005653	0.963619	
megahit_167717_2260-2784	OTHER	0.003169	0.001067	0.000696	0.995068	
megahit_167718_1991-2152	OTHER	0.021391	0.009337	0.005653	0.963619	
megahit_167720_147-4244	SP(Sec/SPI)	0.984453	0.000295	0.013514	0.001738	CS pos: 20-21. ATA-QL. Pr: 0.5381
megahit_167721_147-4244	SP(Sec/SPI)	0.984453	0.000295	0.013514	0.001738	CS pos: 20-21. ATA-QL. Pr: 0.5381
megahit_167722_147-4244	SP(Sec/SPI)	0.984453	0.000295	0.013514	0.001738	CS pos: 20-21. ATA-QL. Pr: 0.5381
megahit_167724_1-1335	SP(Sec/SPI)	0.984453	0.000295	0.013514	0.001738	CS pos: 20-21. ATA-QL. Pr: 0.5381
megahit_167728_2-661	OTHER	0.003751	0.003128	0.000556	0.992565	
megahit_167731_88-687	OTHER	0.001440	0.002731	0.000215	0.995614	
megahit_167776_558-1571	OTHER	0.043113	0.001572	0.013613	0.941702	
megahit_167830_2-739	OTHER	0.008686	0.001602	0.003092	0.986619	
megahit_167861_168-1223	SP(Sec/SPI)	0.998346	0.000557	0.000700	0.000397	CS pos: 23-24. ASA-AI. Pr: 0.9115
megahit_167864_168-1247	SP(Sec/SPI)	0.989791	0.006142	0.000961	0.003107	CS pos: 30-31. ASA-AI. Pr: 0.9247
megahit_167876_572-1213	OTHER	0.018770	0.011915	0.003360	0.965955	
megahit_167876_1425-2030	SP(Sec/SPI)	0.998216	0.000396	0.001135	0.000253	CS pos: 20-21. AHA-AG. Pr: 0.9671
megahit_167876_2916-4502	OTHER	0.002624	0.003715	0.000246	0.993414	
megahit_167877_572-1213	OTHER	0.018770	0.011915	0.003360	0.965955	
megahit_167877_1425-2030	SP(Sec/SPI)	0.998216	0.000396	0.001135	0.000253	CS pos: 20-21. AHA-AG. Pr: 0.9671
megahit_167877_2156-2779	SP(Sec/SPI)	0.997819	0.000146	0.001822	0.000213	CS pos: 19-20. AQA-EE. Pr: 0.9912
megahit_167878_572-1213	OTHER	0.018770	0.011915	0.003360	0.965955	
megahit_167878_1425-2030	SP(Sec/SPI)	0.998216	0.000396	0.001135	0.000253	CS pos: 20-21. AHA-AG. Pr: 0.9671
megahit_167878_2916-4502	OTHER	0.002624	0.003715	0.000246	0.993414	
megahit_167878_4558-5310	OTHER	0.004012	0.000652	0.003213	0.992123	
megahit_167916_2-358	OTHER	0.002554	0.005720	0.000299	0.991427	
megahit_167916_382-807	OTHER	0.041428	0.014420	0.003411	0.940741	
megahit_167916_809-1360	OTHER	0.008267	0.000621	0.002918	0.988195	
megahit_167916_1378-1788	LIPO(Sec/SPII)	0.003703	0.000241	0.750622	0.245434	CS pos: 14-15. LFA-CS. Pr: 0.7539
megahit_167918_2-358	OTHER	0.002554	0.005720	0.000299	0.991427	
megahit_167918_382-807	OTHER	0.041428	0.014420	0.003411	0.940741	
megahit_167918_809-1360	OTHER	0.008267	0.000621	0.002918	0.988195	
megahit_167918_1378-1788	LIPO(Sec/SPII)	0.003703	0.000241	0.750622	0.245434	CS pos: 14-15. LFA-CS. Pr: 0.7539
megahit_167918_2120-2404	OTHER	0.012437	0.001145	0.001474	0.984945	
