# SignalP-5.0	Organism: Gram-negative	Timestamp: 20230503164320
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
megahit_81472_2-1705	OTHER	0.001309	0.000292	0.003085	0.995315	
megahit_81486_1-318	OTHER	0.004764	0.001482	0.000400	0.993354	
megahit_81500_1-867	OTHER	0.000717	0.000220	0.000623	0.998440	
megahit_81502_3-1784	OTHER	0.121674	0.050459	0.034292	0.793575	
megahit_81510_2-526	SP(Sec/SPI)	0.890119	0.035859	0.034914	0.039108	CS pos: 19-20. ATG-AE. Pr: 0.4546
megahit_81576_3-326	OTHER	0.000890	0.000137	0.002929	0.996044	
megahit_81586_390-1586	OTHER	0.009754	0.001216	0.002553	0.986477	
megahit_81595_32-1597	OTHER	0.060556	0.001601	0.010795	0.927048	
megahit_81672_1-1221	OTHER	0.005764	0.000511	0.001629	0.992096	
megahit_81683_2012-2632	LIPO(Sec/SPII)	0.000880	0.000083	0.998405	0.000633	CS pos: 15-16. ILA-CS. Pr: 0.9988
megahit_81684_2342-2962	LIPO(Sec/SPII)	0.000880	0.000083	0.998405	0.000633	CS pos: 15-16. ILA-CS. Pr: 0.9988
megahit_81764_310-1128	OTHER	0.188632	0.036390	0.329597	0.445381	
megahit_81791_23-634	OTHER	0.005025	0.003280	0.000606	0.991089	
megahit_81836_3-1241	LIPO(Sec/SPII)	0.106152	0.056662	0.522771	0.314415	CS pos: 20-21. SLA-CL. Pr: 0.5180
megahit_81902_2-517	OTHER	0.016391	0.001029	0.005550	0.977030	
megahit_81985_1-1125	OTHER	0.066396	0.004454	0.005313	0.923837	
megahit_82001_2-748	OTHER	0.022011	0.002220	0.026534	0.949234	
megahit_82007_587-919	OTHER	0.017802	0.017213	0.001277	0.963708	
megahit_82082_3-131	OTHER	0.025297	0.004772	0.010691	0.959240	
megahit_82082_139-1062	SP(Sec/SPI)	0.836012	0.000144	0.157119	0.006725	CS pos: 18-19. ASA-QI. Pr: 0.8075
megahit_82083_3-131	OTHER	0.025297	0.004772	0.010691	0.959240	
megahit_82104_212-1201	OTHER	0.003181	0.001258	0.000858	0.994703	
megahit_82131_36-590	OTHER	0.044073	0.045779	0.002005	0.908143	
megahit_82154_3-581	SP(Sec/SPI)	0.877786	0.072029	0.011818	0.038367	CS pos: 27-28. VVA-AD. Pr: 0.6083
megahit_82274_2-286	OTHER	0.008688	0.002979	0.003786	0.984547	
megahit_82303_83-874	OTHER	0.002619	0.001211	0.000644	0.995527	
megahit_82304_83-874	OTHER	0.002619	0.001211	0.000644	0.995527	
megahit_82412_1118-1393	OTHER	0.007004	0.003903	0.000717	0.988376	
megahit_82451_3-1019	OTHER	0.019668	0.005688	0.006285	0.968359	
megahit_82451_1009-2394	OTHER	0.014895	0.016246	0.021320	0.947540	
megahit_82452_3-869	OTHER	0.003416	0.000547	0.000263	0.995774	
megahit_82453_176-1561	OTHER	0.014895	0.016246	0.021320	0.947540	
megahit_82518_2-448	SP(Sec/SPI)	0.792235	0.174266	0.025429	0.008070	CS pos: 31-32. VFA-AT. Pr: 0.8921
megahit_82528_3-989	OTHER	0.003391	0.001266	0.000593	0.994750	
megahit_82572_1329-2942	OTHER	0.004403	0.001524	0.000455	0.993618	
megahit_82574_69-725	OTHER	0.009266	0.003720	0.001541	0.985473	
megahit_82671_3-719	OTHER	0.128267	0.001105	0.004693	0.865936	
megahit_82671_725-1489	LIPO(Sec/SPII)	0.005642	0.000098	0.993772	0.000487	CS pos: 21-22. VSA-CG. Pr: 0.9964
megahit_82710_19-3375	OTHER	0.010860	0.002061	0.000546	0.986533	
megahit_82711_19-1371	OTHER	0.010860	0.002061	0.000546	0.986533	
megahit_82714_3-434	OTHER	0.009316	0.004623	0.002211	0.983850	
megahit_82719_2-613	OTHER	0.012597	0.014490	0.000341	0.972571	
megahit_82783_314-1708	OTHER	0.025884	0.014831	0.003794	0.955491	
megahit_82863_19-1326	SP(Sec/SPI)	0.764091	0.005281	0.221368	0.009260	CS pos: 31-32. AQA-DE. Pr: 0.7453
megahit_82893_29-634	SP(Sec/SPI)	0.995452	0.000324	0.002593	0.001632	CS pos: 20-21. ANA-SY. Pr: 0.9736
megahit_82894_580-1500	OTHER	0.018430	0.006201	0.001272	0.974096	
megahit_82916_2-343	LIPO(Sec/SPII)	0.008491	0.000084	0.991021	0.000404	CS pos: 15-16. LLA-CN. Pr: 0.9917
megahit_82938_317-637	OTHER	0.005456	0.003951	0.000657	0.989936	
megahit_83017_1-933	OTHER	0.004231	0.000582	0.000433	0.994753	
megahit_83136_1-438	OTHER	0.004070	0.002144	0.000862	0.992924	
megahit_83139_4311-4655	OTHER	0.030988	0.004617	0.003980	0.960416	
megahit_83149_1-240	OTHER	0.004314	0.001947	0.000730	0.993010	
megahit_83163_2-499	OTHER	0.033448	0.005933	0.005090	0.955528	
megahit_83163_499-894	OTHER	0.022589	0.002119	0.002256	0.973036	
megahit_83217_209-601	OTHER	0.003396	0.002615	0.000620	0.993368	
megahit_83235_151-2091	SP(Sec/SPI)	0.978364	0.002556	0.015247	0.003833	CS pos: 26-27. ALS-QS. Pr: 0.6092
megahit_83235_2112-2693	SP(Sec/SPI)	0.996157	0.003019	0.000521	0.000303	CS pos: 25-26. AQA-AN. Pr: 0.9931
megahit_83236_151-948	SP(Sec/SPI)	0.978364	0.002556	0.015247	0.003833	CS pos: 26-27. ALS-QS. Pr: 0.6092
megahit_83237_3-1121	OTHER	0.009595	0.001499	0.002308	0.986597	
megahit_83237_1142-1723	SP(Sec/SPI)	0.996157	0.003019	0.000521	0.000303	CS pos: 25-26. AQA-AN. Pr: 0.9931
megahit_83238_151-2091	SP(Sec/SPI)	0.978364	0.002556	0.015247	0.003833	CS pos: 26-27. ALS-QS. Pr: 0.6092
megahit_83239_151-2091	SP(Sec/SPI)	0.978364	0.002556	0.015247	0.003833	CS pos: 26-27. ALS-QS. Pr: 0.6092
megahit_83251_1365-2870	OTHER	0.017344	0.001240	0.004668	0.976748	
megahit_83251_2886-3386	OTHER	0.003327	0.000229	0.000700	0.995744	
megahit_83305_3-362	OTHER	0.003631	0.001016	0.000644	0.994709	
megahit_83375_2-733	SP(Sec/SPI)	0.988230	0.003067	0.007456	0.001246	CS pos: 24-25. ATA-QP. Pr: 0.8800
megahit_83375_878-2065	OTHER	0.019088	0.021350	0.004398	0.955163	
megahit_83375_2432-3289	OTHER	0.029272	0.004057	0.005371	0.961300	
megahit_83375_3310-4197	OTHER	0.005524	0.001021	0.000544	0.992911	
megahit_83376_171-1058	OTHER	0.005524	0.001021	0.000544	0.992911	
megahit_83377_234-1121	OTHER	0.005524	0.001021	0.000544	0.992911	
megahit_83436_30-464	OTHER	0.443197	0.054519	0.029457	0.472827	
megahit_83525_2-442	OTHER	0.034151	0.000794	0.038292	0.926763	
megahit_83525_454-1008	OTHER	0.007484	0.050258	0.001177	0.941081	
megahit_83532_2-634	OTHER	0.020119	0.170600	0.000522	0.808760	
megahit_83536_218-847	OTHER	0.067466	0.021325	0.017295	0.893914	
megahit_83564_2-448	OTHER	0.010593	0.002220	0.000783	0.986404	
megahit_83677_1875-2729	OTHER	0.002271	0.000553	0.000486	0.996689	
megahit_83694_990-1325	OTHER	0.003258	0.000300	0.000331	0.996111	
megahit_83729_1-864	OTHER	0.200374	0.076139	0.048050	0.675437	
megahit_83740_2-280	LIPO(Sec/SPII)	0.001960	0.000110	0.997425	0.000505	CS pos: 18-19. STA-CS. Pr: 0.9985
megahit_83755_1493-2950	OTHER	0.040753	0.016304	0.002529	0.940414	
megahit_83756_72-779	OTHER	0.018733	0.009135	0.005578	0.966553	
megahit_83756_5388-6845	OTHER	0.040753	0.016304	0.002529	0.940414	
megahit_83756_7439-8149	SP(Sec/SPI)	0.518843	0.000524	0.126634	0.353999	CS pos: 31-32. NYA-QK. Pr: 0.4017
megahit_83757_5320-6777	OTHER	0.040753	0.016304	0.002529	0.940414	
megahit_83758_5388-6845	OTHER	0.040753	0.016304	0.002529	0.940414	
megahit_83794_146-514	OTHER	0.022959	0.062651	0.005109	0.909281	
megahit_83800_267-1457	OTHER	0.043018	0.021287	0.004015	0.931681	
megahit_83801_1-1131	OTHER	0.043018	0.021287	0.004015	0.931681	
megahit_83802_252-1442	OTHER	0.043018	0.021287	0.004015	0.931681	
megahit_83834_2-292	OTHER	0.005865	0.000893	0.002242	0.990999	
megahit_83937_1-1206	OTHER	0.386241	0.002441	0.010905	0.600413	
megahit_83945_2-397	OTHER	0.009344	0.013109	0.000721	0.976827	
megahit_84022_524-964	OTHER	0.000989	0.000588	0.000136	0.998286	
megahit_84024_160-1152	OTHER	0.019131	0.005157	0.004154	0.971558	
megahit_84025_1-1116	OTHER	0.013951	0.024750	0.006131	0.955169	
megahit_84025_1134-2057	OTHER	0.023311	0.002485	0.009037	0.965168	
megahit_84025_2161-3153	OTHER	0.019131	0.005157	0.004154	0.971558	
megahit_84096_1-978	OTHER	0.123740	0.041660	0.014668	0.819932	
megahit_84096_969-2090	OTHER	0.054338	0.002905	0.007151	0.935606	
megahit_84142_2-928	OTHER	0.363149	0.108239	0.016999	0.511612	
megahit_84143_2-901	OTHER	0.308739	0.213877	0.022456	0.454927	
megahit_84218_99-458	OTHER	0.008969	0.000798	0.001258	0.988975	
megahit_84218_508-783	OTHER	0.002598	0.001496	0.000561	0.995345	
