Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
Sro105_g053280.1,Cytoplasm,Nuclear localization signal,0.7300000190734863,0.26899999380111694,0.04619999974966049,0.23980000615119934,0.1274999976158142,0.006099999882280827,0.1964000016450882,0.3172999918460846,0.22470000386238098,0.011300000362098217
Sro106_g053590.1,Cytoplasm,Nuclear export signal,0.7698000073432922,0.31700000166893005,0.044599998742341995,0.1542000025510788,0.07199999690055847,0.006800000090152025,0.21570000052452087,0.24410000443458557,0.2206999957561493,0.013799999840557575
Sro1091_g240260.1,Cytoplasm|Extracellular,Signal peptide,0.501800000667572,0.08470000326633453,0.7132999897003174,0.3361000120639801,0.09080000221729279,0.025100000202655792,0.14970000088214874,0.17970000207424164,0.10450000315904617,0.012500000186264515
Sro1097_g240880.1,Cell membrane,Signal peptide|Transmembrane domain,0.163100004196167,0.17069999873638153,0.21220000088214874,0.7134000062942505,0.05249999836087227,0.00419999985024333,0.07450000196695328,0.4860999882221222,0.39309999346733093,0.019999999552965164
Sro10_g008170.1,Extracellular,,0.32170000672340393,0.1234000027179718,0.6208999752998352,0.22470000386238098,0.03819999843835831,0.012299999594688416,0.19599999487400055,0.16740000247955322,0.09989999979734421,0.00419999985024333
Sro10_g008180.1,Nucleus,,0.376800000667572,0.4271000027656555,0.22300000488758087,0.08720000088214874,0.05469999834895134,0.006899999920278788,0.07429999858140945,0.05660000070929527,0.02810000069439411,0.0019000000320374966
Sro10_g008190.1,Extracellular,Signal peptide,0.2572999894618988,0.12559999525547028,0.758899986743927,0.18950000405311584,0.04600000008940697,0.03680000081658363,0.20110000669956207,0.10320000350475311,0.06669999659061432,0.007199999876320362
Sro10_g008280.1,Cytoplasm,Nuclear localization signal,0.6234999895095825,0.2533999979496002,0.1671999990940094,0.3711000084877014,0.26840001344680786,0.046300001442432404,0.42800000309944153,0.31060001254081726,0.46399998664855957,0.00800000037997961
Sro1135_g245110.1,Extracellular,Signal peptide,0.21879999339580536,0.05640000104904175,0.8687999844551086,0.11699999868869781,0.04520000144839287,0.03229999914765358,0.2754000127315521,0.18870000541210175,0.27410000562667847,0.0034000000450760126
Sro113_g055900.1,Extracellular,Signal peptide,0.16009999811649323,0.06610000133514404,0.5996999740600586,0.13079999387264252,0.15279999375343323,0.00839999970048666,0.19370000064373016,0.16529999673366547,0.14949999749660492,0.025499999523162842
Sro1140_g245510.1,Cytoplasm,,0.61080002784729,0.3474999964237213,0.12070000171661377,0.5327000021934509,0.31709998846054077,0.009800000116229057,0.1941000074148178,0.22529999911785126,0.2865000069141388,0.20340000092983246
Sro1147_g246360.1,Cytoplasm,,0.711899995803833,0.24169999361038208,0.05909999832510948,0.22669999301433563,0.10379999876022339,0.009700000286102295,0.1662999987602234,0.18289999663829803,0.31060001254081726,0.01140000019222498
Sro114_g056480.1,Endoplasmic reticulum,,0.20630000531673431,0.37929999828338623,0.02879999950528145,0.10050000250339508,0.1386999934911728,0.09690000116825104,0.6740999817848206,0.3151000142097473,0.20579999685287476,0.06319999694824219
Sro114_g056530.1,Cytoplasm,,0.6011999845504761,0.41029998660087585,0.07729999721050262,0.12080000340938568,0.1932000070810318,0.0027000000700354576,0.1931000053882599,0.15880000591278076,0.14740000665187836,0.031099999323487282
Sro1150_g246630.1,Cytoplasm,,0.7156000137329102,0.30239999294281006,0.2485000044107437,0.20759999752044678,0.2827000021934509,0.0027000000700354576,0.14579999446868896,0.2395000010728836,0.16670000553131104,0.13830000162124634
Sro1152_g246910.1,Cytoplasm|Golgi apparatus,Peroxisomal targeting signal,0.5138000249862671,0.13500000536441803,0.09239999949932098,0.31940001249313354,0.37929999828338623,0.03180000185966492,0.49070000648498535,0.5051000118255615,0.6816999912261963,0.1485999971628189
Sro115_g056580.1,Cytoplasm,,0.5184000134468079,0.37770000100135803,0.4016999900341034,0.164900004863739,0.2687999904155731,0.07100000232458115,0.1242000013589859,0.016899999231100082,0.06239999830722809,0.09510000050067902
Sro115_g056640.1,Extracellular,Signal peptide,0.31310001015663147,0.12269999831914902,0.7778000235557556,0.15940000116825104,0.026200000196695328,0.014100000262260437,0.24160000681877136,0.12409999966621399,0.11550000309944153,0.01140000019222498
Sro115_g056660.1,Nucleus|Extracellular,Nuclear localization signal,0.42170000076293945,0.5985999703407288,0.8733000159263611,0.1289999932050705,0.21160000562667847,0.026499999687075615,0.1388999968767166,0.04500000178813934,0.04879999905824661,0.0010000000474974513
Sro115_g056670.1,Nucleus,,0.46790000796318054,0.6292999982833862,0.27549999952316284,0.10599999874830246,0.489300012588501,0.03350000083446503,0.11500000208616257,0.02459999918937683,0.053199999034404755,0.11289999634027481
Sro115_g056690.1,Extracellular,,0.30570000410079956,0.21850000321865082,0.5821999907493591,0.29660001397132874,0.07940000295639038,0.010200000368058681,0.18780000507831573,0.16599999368190765,0.020899999886751175,0.03420000150799751
Sro115_g056700.1,Extracellular,,0.3440999984741211,0.43209999799728394,0.8274999856948853,0.18449999392032623,0.4068000018596649,0.08150000125169754,0.13539999723434448,0.07249999791383743,0.1703999936580658,0.002300000051036477
Sro115_g056710.1,Cytoplasm,,0.4984000027179718,0.32580000162124634,0.4514000117778778,0.33160001039505005,0.260699987411499,0.010700000450015068,0.03869999945163727,0.16419999301433563,0.05480000004172325,0.1581999957561493
Sro115_g056730.1,Cytoplasm,Nuclear localization signal,0.5597000122070312,0.49639999866485596,0.48179998993873596,0.14419999718666077,0.21310000121593475,0.07590000331401825,0.2175000011920929,0.09920000284910202,0.07930000126361847,0.019600000232458115
Sro115_g056740.1,Extracellular,Signal peptide,0.349700003862381,0.17970000207424164,0.83160001039505,0.15330000221729279,0.06340000033378601,0.010400000028312206,0.19169999659061432,0.2054000049829483,0.13940000534057617,0.009600000455975533
Sro1163_g248000.1,Extracellular,Signal peptide,0.21889999508857727,0.05719999969005585,0.8673999905586243,0.13500000536441803,0.015699999406933784,0.023800000548362732,0.22300000488758087,0.3046000003814697,0.17389999330043793,0.00139999995008111
Sro1174_g249060.1,Plastid,Signal peptide,0.15379999577999115,0.018200000748038292,0.3864000141620636,0.11020000278949738,0.12250000238418579,0.4625000059604645,0.2824999988079071,0.07000000029802322,0.1062999963760376,0.0005000000237487257
Sro1176_g249270.1,Cell membrane,Signal peptide|Transmembrane domain,0.17409999668598175,0.1324000060558319,0.054999999701976776,0.6967999935150146,0.01769999973475933,0.007400000002235174,0.5722000002861023,0.3779999911785126,0.33959999680519104,0.008799999952316284
Sro117_g057230.1,Cytoplasm|Nucleus,Nuclear localization signal,0.649399995803833,0.6358000040054321,0.045499999076128006,0.14429999887943268,0.09430000185966492,0.0071000000461936,0.040300000458955765,0.0803999975323677,0.07010000199079514,0.024399999529123306
Sro118_g057670.1,Extracellular,,0.2782999873161316,0.22370000183582306,0.544700026512146,0.3077000081539154,0.05050000175833702,0.04859999939799309,0.10859999805688858,0.11980000138282776,0.11379999667406082,0.014700000174343586
Sro1202_g252030.1,Cytoplasm,,0.6004999876022339,0.3612000048160553,0.0625,0.15070000290870667,0.1761000007390976,0.010999999940395355,0.24480000138282776,0.5468999743461609,0.43720000982284546,0.04280000180006027
Sro1204_g252190.1,Cell membrane,Signal peptide|Transmembrane domain,0.16609999537467957,0.11729999631643295,0.04839999973773956,0.760200023651123,0.016499999910593033,0.010400000028312206,0.41760000586509705,0.43650001287460327,0.3400000035762787,0.012900000438094139
Sro1209_g252610.1,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.11659999936819077,0.04910000041127205,0.05420000106096268,0.6741999983787537,0.04179999977350235,0.15219999849796295,0.2815000116825104,0.7138000130653381,0.43470001220703125,0.012600000016391277
Sro121_g058710.1,Cytoplasm,Nuclear localization signal,0.4674000144004822,0.30079999566078186,0.3790000081062317,0.32179999351501465,0.2770000100135803,0.016899999231100082,0.19660000503063202,0.16040000319480896,0.1354999989271164,0.01940000057220459
Sro1225_g254130.1,Cell membrane,Signal peptide|Transmembrane domain,0.148499995470047,0.11400000005960464,0.030799999833106995,0.7294999957084656,0.007699999958276749,0.007699999958276749,0.4146000146865845,0.46630001068115234,0.3073999881744385,0.009399999864399433
Sro1226_g254230.1,Cytoplasm|Cell membrane,Nuclear localization signal,0.5680000185966492,0.33570000529289246,0.14900000393390656,0.6237000226974487,0.14970000088214874,0.010499999858438969,0.1655000001192093,0.3479999899864197,0.37229999899864197,0.0024999999441206455
Sro1238_g255240.1,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.478300005197525,0.8604999780654907,0.025499999523162842,0.04529999941587448,0.0997999981045723,0.0066999997943639755,0.032499998807907104,0.056699998676776886,0.03460000082850456,0.02449999935925007
Sro123_g059520.1,Cell membrane,Signal peptide|Transmembrane domain,0.15880000591278076,0.0989999994635582,0.04899999871850014,0.7595999836921692,0.008899999782443047,0.007699999958276749,0.4440999925136566,0.4869000017642975,0.3702000081539154,0.009999999776482582
Sro123_g059690.1,Extracellular,Signal peptide,0.1770000010728836,0.023600000888109207,0.5117999911308289,0.07360000163316727,0.1316000074148178,0.053300000727176666,0.272599995136261,0.12409999966621399,0.12240000069141388,0.0013000000035390258
Sro1241_g255450.1,Cytoplasm,Nuclear localization signal,0.7127000093460083,0.2425999939441681,0.1225999966263771,0.44609999656677246,0.09560000151395798,0.01979999989271164,0.1120000034570694,0.09279999881982803,0.2345000058412552,0.001500000013038516
Sro1242_g255510.1,Cell membrane,Signal peptide|Transmembrane domain,0.1882999986410141,0.14159999787807465,0.04910000041127205,0.7567999958992004,0.013799999840557575,0.010300000198185444,0.38830000162124634,0.46230000257492065,0.387800008058548,0.011599999852478504
Sro1248_g255950.1,Cytoplasm,Nuclear localization signal,0.46950000524520874,0.3714999854564667,0.12229999899864197,0.18019999563694,0.3075999915599823,0.04450000077486038,0.03959999978542328,0.05640000104904175,0.025299999862909317,0.041600000113248825
Sro1251_g256170.1,Cytoplasm,,0.729200005531311,0.17980000376701355,0.09780000150203705,0.21400000154972076,0.15219999849796295,0.013399999588727951,0.12290000170469284,0.37779998779296875,0.3610999882221222,0.09149999916553497
Sro1255_g256550.1,Cytoplasm,,0.527999997138977,0.4388999938964844,0.2727999985218048,0.27810001373291016,0.06289999932050705,0.02969999983906746,0.12030000239610672,0.19470000267028809,0.3476000130176544,0.06390000134706497
Sro1275_g258470.1,Cell membrane,Transmembrane domain,0.19939999282360077,0.12780000269412994,0.053199999034404755,0.6448000073432922,0.06629999727010727,0.007300000172108412,0.22709999978542328,0.4927999973297119,0.4203000068664551,0.006599999964237213
Sro1281_g258940.1,Cell membrane,Signal peptide|Transmembrane domain,0.1648000031709671,0.11969999969005585,0.048900000751018524,0.6818000078201294,0.016200000420212746,0.01140000019222498,0.4544000029563904,0.49810001254081726,0.3723999857902527,0.014100000262260437
Sro1293_g260080.1,Cytoplasm|Nucleus,Nuclear export signal,0.6384000182151794,0.5444999933242798,0.028300000354647636,0.13269999623298645,0.1177000030875206,0.013199999928474426,0.2833999991416931,0.195700004696846,0.18410000205039978,0.028699999675154686
Sro12_g009070.1,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.12759999930858612,0.1356000006198883,0.4666999876499176,0.1005999967455864,0.10339999943971634,0.008100000210106373,0.7139999866485596,0.3569999933242798,0.8367999792098999,0.009800000116229057
Sro12_g009570.1,Nucleus,Nuclear localization signal,0.4381999969482422,0.8587999939918518,0.03970000147819519,0.039000000804662704,0.03909999877214432,0.006200000178068876,0.0658000037074089,0.053599998354911804,0.08839999884366989,0.049400001764297485
Sro1301_g260770.1,Cytoplasm|Nucleus,Nuclear localization signal,0.76419997215271,0.5040000081062317,0.0608999989926815,0.2531000077724457,0.06080000102519989,0.007899999618530273,0.18029999732971191,0.16509999334812164,0.11129999905824661,0.01759999990463257
Sro1321_g262460.1,Extracellular,Signal peptide,0.14499999582767487,0.07159999758005142,0.9222000241279602,0.1738000065088272,0.06520000100135803,0.12960000336170197,0.13580000400543213,0.08470000326633453,0.07810000330209732,0.00419999985024333
Sro1337_g264080.1,Cytoplasm,,0.6843000054359436,0.29120001196861267,0.29010000824928284,0.39100000262260437,0.11959999799728394,0.05090000107884407,0.13979999721050262,0.4672999978065491,0.23819999396800995,0.08129999786615372
Sro1359_g266000.1,Cytoplasm,Nuclear localization signal,0.7912999987602234,0.35370001196861267,0.08389999717473984,0.2152000069618225,0.12809999287128448,0.024900000542402267,0.1046999990940094,0.1574999988079071,0.2117999941110611,0.07559999823570251
Sro1365_g266600.1,Cytoplasm,Nuclear localization signal,0.8361999988555908,0.17020000517368317,0.3926999866962433,0.31679999828338623,0.12700000405311584,0.04010000079870224,0.10080000013113022,0.1340000033378601,0.3359000086784363,0.006800000090152025
Sro1366_g266650.1,Cytoplasm|Nucleus,Nuclear export signal,0.5853000283241272,0.5062999725341797,0.013000000268220901,0.12449999898672104,0.15970000624656677,0.007799999788403511,0.3571000099182129,0.3788999915122986,0.39730000495910645,0.1678999960422516
Sro1366_g266660.1,Extracellular,Signal peptide,0.1712000072002411,0.055399999022483826,0.9395999908447266,0.16179999709129333,0.03759999945759773,0.012900000438094139,0.3070000112056732,0.16140000522136688,0.1517000049352646,0.0019000000320374966
Sro1366_g266670.1,Extracellular,Signal peptide,0.14499999582767487,0.04769999906420708,0.9562000036239624,0.1282999962568283,0.03310000151395798,0.00860000029206276,0.33889999985694885,0.18700000643730164,0.1282999962568283,0.000699999975040555
Sro1371_g267090.1,Cell membrane,Signal peptide|Transmembrane domain,0.14630000293254852,0.1062999963760376,0.060100000351667404,0.761900007724762,0.009600000455975533,0.00800000037997961,0.447299987077713,0.45750001072883606,0.38339999318122864,0.010099999606609344
Sro137_g064350.1,Nucleus,Nuclear localization signal,0.25,0.9541000127792358,0.020500000566244125,0.05270000174641609,0.06530000269412994,0.02160000056028366,0.012299999594688416,0.026900000870227814,0.027799999341368675,0.017500000074505806
Sro1399_g269340.1,Cytoplasm,Nuclear localization signal,0.7231000065803528,0.4366999864578247,0.10849999636411667,0.09939999878406525,0.149399995803833,0.014399999752640724,0.06379999965429306,0.19709999859333038,0.15520000457763672,0.01510000042617321
Sro1401_g269470.1,Cytoplasm,Nuclear localization signal,0.7120000123977661,0.20160000026226044,0.16339999437332153,0.3970000147819519,0.11640000343322754,0.04390000179409981,0.23849999904632568,0.25450000166893005,0.39899998903274536,0.00860000029206276
Sro1408_g270090.1,Cell membrane,Signal peptide|Transmembrane domain,0.22789999842643738,0.15399999916553497,0.039900001138448715,0.6636999845504761,0.01549999974668026,0.013500000350177288,0.5397999882698059,0.5235000252723694,0.49559998512268066,0.01119999960064888
Sro1414_g270650.1,Extracellular,Signal peptide,0.21389999985694885,0.07769999653100967,0.7717999815940857,0.2606000006198883,0.1274999976158142,0.029400000348687172,0.36320000886917114,0.4627000093460083,0.3801000118255615,0.0052999998442828655
Sro1422_g271300.1,Extracellular,Signal peptide,0.1703999936580658,0.05700000002980232,0.963100016117096,0.11630000174045563,0.0835999995470047,0.006099999882280827,0.24169999361038208,0.17550000548362732,0.09430000185966492,0.001500000013038516
Sro1426_g271730.1,Cytoplasm,Nuclear localization signal,0.7067000269889832,0.23160000145435333,0.06300000101327896,0.4657000005245209,0.0820000022649765,0.009999999776482582,0.11509999632835388,0.28299999237060547,0.26109999418258667,0.012900000438094139
Sro1427_g271770.1,Nucleus,Nuclear localization signal,0.47429999709129333,0.7210000157356262,0.29989999532699585,0.15209999680519104,0.19689999520778656,0.01730000041425228,0.1298999935388565,0.017999999225139618,0.03400000184774399,0.010099999606609344
Sro1428_g271880.1,Extracellular,Signal peptide,0.3179999887943268,0.16869999468326569,0.6574000120162964,0.1500999927520752,0.08229999989271164,0.011900000274181366,0.3984000086784363,0.2678000032901764,0.1889999955892563,0.004999999888241291
Sro143_g066700.1,Cytoplasm,,0.7646999955177307,0.34709998965263367,0.24770000576972961,0.12790000438690186,0.2711000144481659,0.1006999984383583,0.08139999955892563,0.14390000700950623,0.14489999413490295,0.013299999758601189
Sro1447_g273580.1,Extracellular,Signal peptide,0.2110999971628189,0.05009999871253967,0.8396999835968018,0.11339999735355377,0.03660000115633011,0.01590000092983246,0.14139999449253082,0.20000000298023224,0.1080000028014183,0.0010999999940395355
Sro1450_g273770.1,Nucleus,Nuclear localization signal,0.24120000004768372,0.910099983215332,0.034699998795986176,0.06549999862909317,0.09799999743700027,0.09969999641180038,0.01759999990463257,0.010999999940395355,0.009399999864399433,0.024900000542402267
Sro1455_g274140.1,Cytoplasm,Nuclear localization signal,0.7476000189781189,0.36959999799728394,0.09809999912977219,0.5235000252723694,0.13249999284744263,0.005799999926239252,0.09889999777078629,0.0828000009059906,0.1363999992609024,0.028599999845027924
Sro1465_g274940.1,Cell membrane,Signal peptide|Transmembrane domain,0.18289999663829803,0.09549999982118607,0.4081000089645386,0.828000009059906,0.09049999713897705,0.04839999973773956,0.32420000433921814,0.578000009059906,0.5414999723434448,0.01140000019222498
Sro1471_g275430.1,Cell membrane,Signal peptide|Transmembrane domain,0.17659999430179596,0.23019999265670776,0.19300000369548798,0.7228000164031982,0.08510000258684158,0.009399999864399433,0.10660000145435333,0.38839998841285706,0.3644999861717224,0.011300000362098217
Sro147_g067740.1,Nucleus,Nuclear localization signal,0.22179999947547913,0.9271000027656555,0.09520000219345093,0.04839999973773956,0.050700001418590546,0.008200000040233135,0.029999999329447746,0.037700001150369644,0.03840000182390213,0.0142000000923872
Sro147_g067910.1,Cytoplasm|Nucleus,Nuclear localization signal,0.7896999716758728,0.6190999746322632,0.03099999949336052,0.14830000698566437,0.06109999865293503,0.004399999976158142,0.07900000363588333,0.04800000041723251,0.05130000039935112,0.012000000104308128
Sro148_g068100.1,Cytoplasm,Nuclear localization signal,0.5579000115394592,0.2784999907016754,0.3458999991416931,0.1664000004529953,0.08720000088214874,0.007799999788403511,0.11190000176429749,0.10570000112056732,0.08340000361204147,0.004100000020116568
Sro148_g068110.1,Cell membrane,Signal peptide|Transmembrane domain,0.27230000495910645,0.21580000221729279,0.26420000195503235,0.5304999947547913,0.05490000173449516,0.03920000046491623,0.13420000672340393,0.22460000216960907,0.18039999902248383,0.009600000455975533
Sro1492_g277230.1,Cytoplasm,Nuclear localization signal,0.6805999875068665,0.4327999949455261,0.0414000004529953,0.388700008392334,0.10830000042915344,0.008700000122189522,0.1404000073671341,0.0714000016450882,0.08079999685287476,0.006300000008195639
Sro1497_g277590.1,Cytoplasm,Nuclear localization signal,0.7732999920845032,0.2851000130176544,0.15620000660419464,0.4269999861717224,0.17949999868869781,0.051100000739097595,0.1387999951839447,0.4794999957084656,0.49309998750686646,0.00279999990016222
Sro14_g010600.1,Cytoplasm,Nuclear localization signal,0.6621999740600586,0.32420000433921814,0.09179999679327011,0.3163999915122986,0.09059999883174896,0.008500000461935997,0.13670000433921814,0.06790000200271606,0.12770000100135803,0.01510000042617321
Sro1501_g277900.1,Cytoplasm,Nuclear localization signal,0.7425000071525574,0.3296999931335449,0.05339999869465828,0.3257000148296356,0.08879999816417694,0.008799999952316284,0.13019999861717224,0.3269999921321869,0.2125999927520752,0.01850000023841858
Sro1503_g278010.1,Cell membrane,Signal peptide|Transmembrane domain,0.19059999287128448,0.12780000269412994,0.02329999953508377,0.5674999952316284,0.03319999948143959,0.01759999990463257,0.46639999747276306,0.362199991941452,0.3765000104904175,0.025299999862909317
Sro150_g068770.1,Lysosome/Vacuole,Signal peptide,0.4153999984264374,0.08510000258684158,0.41339999437332153,0.4514999985694885,0.07320000231266022,0.02710000053048134,0.33399999141693115,0.5978999733924866,0.44359999895095825,0.005200000014156103
Sro1521_g279470.1,Cytoplasm,Nuclear localization signal,0.7056000232696533,0.4440999925136566,0.07720000296831131,0.2168000042438507,0.04699999839067459,0.006599999964237213,0.07190000265836716,0.10329999774694443,0.08730000257492065,0.009200000204145908
Sro1525_g279690.1,Extracellular,Signal peptide,0.2644999921321869,0.09160000085830688,0.8147000074386597,0.09529999643564224,0.025800000876188278,0.03020000085234642,0.22519999742507935,0.19599999487400055,0.16099999845027924,0.0006000000284984708
Sro1535_g280530.1,Cell membrane,Signal peptide|Transmembrane domain,0.17949999868869781,0.1445000022649765,0.0681999996304512,0.7247999906539917,0.0142000000923872,0.00559999980032444,0.3896999955177307,0.3767000138759613,0.31540000438690186,0.008700000122189522
Sro153_g069810.1,Cell membrane,Signal peptide|Transmembrane domain,0.27239999175071716,0.13510000705718994,0.4251999855041504,0.7565000057220459,0.0771000012755394,0.01679999940097332,0.24699999392032623,0.45739999413490295,0.3253999948501587,0.017000000923871994
Sro1546_g281460.1,Cell membrane|Lysosome/Vacuole,Signal peptide,0.25099998712539673,0.043299999088048935,0.3118000030517578,0.7544000148773193,0.030899999663233757,0.007300000172108412,0.2282000035047531,0.6917999982833862,0.5910999774932861,0.007499999832361937
Sro158_g071600.1,Cytoplasm,Nuclear localization signal,0.7332000136375427,0.49619999527931213,0.10029999911785126,0.3700000047683716,0.07580000162124634,0.01080000028014183,0.07540000230073929,0.08829999715089798,0.1265999972820282,0.01640000008046627
Sro158_g071610.1,Cytoplasm,Nuclear localization signal,0.7348999977111816,0.43209999799728394,0.08820000290870667,0.41679999232292175,0.06499999761581421,0.01899999938905239,0.0908999964594841,0.07689999788999557,0.17110000550746918,0.03060000017285347
Sro1597_g284870.1,Cell membrane,,0.3174000084400177,0.164900004863739,0.11050000041723251,0.7731000185012817,0.065700002014637,0.0066999997943639755,0.07649999856948853,0.3952000141143799,0.23260000348091125,0.017000000923871994
Sro159_g071760.1,Cell membrane,Nuclear localization signal,0.4733999967575073,0.2962000072002411,0.20880000293254852,0.5112000107765198,0.2071000039577484,0.042100001126527786,0.2540000081062317,0.21660000085830688,0.31189998984336853,0.047600001096725464
Sro159_g071760.2,Cytoplasm,Nuclear localization signal,0.611299991607666,0.3596999943256378,0.07129999995231628,0.4293999969959259,0.12449999898672104,0.013399999588727951,0.08380000293254852,0.3100999891757965,0.3700999915599823,0.05270000174641609
Sro1608_g285670.1,Extracellular|Lysosome/Vacuole,Signal peptide,0.18479999899864197,0.0544000007212162,0.6251000165939331,0.46160000562667847,0.0430000014603138,0.011300000362098217,0.3328999876976013,0.6169999837875366,0.6054999828338623,0.026000000536441803
Sro1608_g285680.1,Extracellular,,0.1754000037908554,0.06870000064373016,0.6291999816894531,0.36629998683929443,0.05009999871253967,0.005499999970197678,0.29350000619888306,0.3481999933719635,0.367000013589859,0.00800000037997961
Sro1615_g286180.1,Cell membrane,Signal peptide|Transmembrane domain,0.18140000104904175,0.10719999670982361,0.04320000112056732,0.7694000005722046,0.01269999984651804,0.01080000028014183,0.4361000061035156,0.44749999046325684,0.37439998984336853,0.019099999219179153
Sro1618_g286420.1,Cytoplasm,Nuclear localization signal,0.6413999795913696,0.2222999930381775,0.047200001776218414,0.42649999260902405,0.15309999883174896,0.020899999886751175,0.14569999277591705,0.31360000371932983,0.3118000030517578,0.14569999277591705
Sro1633_g287370.1,Extracellular|Lysosome/Vacuole,Signal peptide,0.257999986410141,0.11739999800920486,0.8971999883651733,0.22259999811649323,0.18320000171661377,0.020500000566244125,0.43320000171661377,0.621399998664856,0.4672999978065491,0.0019000000320374966
Sro1648_g288500.1,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.3328999876976013,0.16740000247955322,0.20630000531673431,0.694599986076355,0.07609999924898148,0.007199999876320362,0.2401999980211258,0.5909000039100647,0.47780001163482666,0.015300000086426735
Sro164_g073490.1,Cytoplasm|Cell membrane,,0.6363999843597412,0.1873999983072281,0.17599999904632568,0.597100019454956,0.25209999084472656,0.06960000097751617,0.16750000417232513,0.4000000059604645,0.2978000044822693,0.05180000141263008
Sro165_g073970.1,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.1550000011920929,0.09910000115633011,0.040300000458955765,0.7297999858856201,0.11240000277757645,0.01679999940097332,0.46230000257492065,0.5993000268936157,0.5148000121116638,0.016499999910593033
Sro166_g074010.1,Cell membrane,Transmembrane domain,0.23690000176429749,0.14329999685287476,0.09780000150203705,0.7570000290870667,0.04100000113248825,0.002099999925121665,0.1143999993801117,0.4871000051498413,0.30489999055862427,0.03689999878406525
Sro166_g074090.1,Lysosome/Vacuole,Transmembrane domain,0.2883000075817108,0.186599999666214,0.06340000033378601,0.5210000276565552,0.16099999845027924,0.0430000014603138,0.39579999446868896,0.569100022315979,0.3167000114917755,0.010300000198185444
Sro166_g074210.1,Extracellular,Signal peptide,0.24709999561309814,0.028200000524520874,0.9007999897003174,0.14309999346733093,0.03500000014901161,0.00930000003427267,0.19249999523162842,0.2290000021457672,0.2854999899864197,0.0010999999940395355
Sro1678_g290630.1,Cell membrane,Signal peptide|Transmembrane domain,0.13819999992847443,0.10970000177621841,0.056299999356269836,0.7440999746322632,0.01269999984651804,0.011900000274181366,0.44999998807907104,0.49619999527931213,0.39259999990463257,0.007000000216066837
Sro168_g074900.1,Cell membrane,Signal peptide|Transmembrane domain,0.19249999523162842,0.1225999966263771,0.04479999840259552,0.6898999810218811,0.01590000092983246,0.009200000204145908,0.5103999972343445,0.36419999599456787,0.3781999945640564,0.006099999882280827
